Record_ID,Date,City_ID,Trend_ID,Season_ID,Eco_ID,Petrol_Price_INR,Diesel_Price_INR,Tax_Percentage,Dealer_Commission,Transportation_Cost,Population_Millions,Vehicle_Density,Demand_Index,Supply_Index,Price_Change_Percent
756,2023-01-26,130,3,4,26,96.74,84.14,31.81,4.01,2.39,16.75,466.88,97.64,51.67,4.78
757,2023-01-27,158,1,2,27,92.86,78.07,24.74,4.11,2.69,3.75,351.54,131.75,131.51,0.05
758,2023-01-28,113,1,3,28,95.29,85.98,21.12,5.11,3.61,24.49,446.75,112.44,118.93,3.05
759,2023-01-29,43,2,4,29,97.32,91.65,29.35,2.05,1.32,8.33,214.83,56.33,75.61,-2.43
760,2023-01-30,60,2,2,30,106.61,97.0,20.62,5.5,2.46,15.07,113.68,94.88,76.85,3.53
761,2023-01-31,128,2,4,31,100.35,94.88,34.06,4.66,3.72,15.89,277.45,80.09,99.22,-1.88
762,2023-02-01,49,3,1,32,113.31,105.36,21.81,2.12,0.66,14.41,345.25,67.09,116.64,4.72
763,2023-02-02,20,2,4,33,86.26,75.39,30.94,2.64,1.18,14.7,810.87,77.6,139.97,0.76
764,2023-02-03,170,3,4,34,100.09,92.0,44.5,2.16,1.71,6.44,776.46,134.02,66.63,3.85
765,2023-02-04,193,2,2,35,102.53,90.67,20.25,5.06,2.87,24.02,753.67,112.0,66.73,-4.99
766,2023-02-05,230,3,1,36,112.61,99.39,29.17,2.68,3.45,12.45,964.38,93.54,119.72,-1.6
767,2023-02-06,159,2,1,37,86.47,77.27,36.83,2.18,1.2,3.94,468.47,122.05,81.78,-1.15
768,2023-02-07,276,1,2,38,102.2,88.2,23.97,2.55,1.36,21.31,193.98,146.82,72.71,1.6
769,2023-02-08,45,1,2,39,110.61,104.81,34.02,4.24,3.38,4.1,836.66,142.72,118.75,0.42
770,2023-02-09,126,1,4,40,92.26,78.86,26.45,3.98,1.02,21.63,624.92,59.69,56.05,1.77
771,2023-02-10,212,1,3,41,111.29,98.0,25.57,2.99,1.41,14.22,999.78,83.23,103.14,-0.66
772,2023-02-11,56,1,2,42,85.57,77.35,42.37,5.77,3.06,1.58,405.51,81.31,114.06,-2.38
773,2023-02-12,293,1,3,43,106.97,98.99,25.08,5.42,1.08,3.51,886.7,105.38,88.47,4.48
774,2023-02-13,293,1,1,44,112.99,104.94,29.41,3.26,3.4,23.62,874.07,59.04,62.57,-2.9
775,2023-02-14,268,2,4,45,104.72,91.6,24.24,3.9,2.22,3.63,985.01,142.17,84.26,3.42
776,2023-02-15,113,1,3,46,98.17,84.85,27.1,4.07,2.07,14.87,985.76,128.25,93.12,4.0
777,2023-02-16,168,3,4,47,86.35,78.05,27.33,5.02,0.97,8.19,992.66,62.28,66.11,-2.26
778,2023-02-17,53,3,3,48,112.6,101.68,28.17,3.71,2.88,20.03,922.63,75.43,98.84,0.83
779,2023-02-18,193,3,1,49,99.11,92.72,36.03,4.19,3.59,19.96,334.82,64.31,83.88,2.38
780,2023-02-19,224,2,3,50,85.87,76.18,38.56,3.65,2.92,20.04,497.29,97.77,140.0,3.75
781,2023-02-20,111,2,4,51,105.69,90.71,32.77,5.05,1.61,5.59,973.44,139.01,56.43,3.33
782,2023-02-21,26,1,1,52,99.46,92.87,35.26,4.22,2.95,17.92,458.89,114.46,117.0,3.17
783,2023-02-22,16,1,2,53,88.73,74.25,40.33,5.31,2.28,2.74,926.46,110.55,122.19,-4.3
784,2023-02-23,264,2,2,54,91.43,78.19,44.99,2.21,3.49,2.38,780.88,57.45,110.89,4.77
785,2023-02-24,265,2,4,55,86.93,72.21,31.41,5.62,2.11,10.52,879.49,140.63,102.18,0.22
786,2023-02-25,96,2,2,56,102.23,95.43,43.41,5.28,1.33,15.13,781.63,78.08,61.53,-1.91
787,2023-02-26,183,3,3,57,103.66,96.53,32.26,5.27,0.85,8.17,443.56,140.01,110.82,-3.05
788,2023-02-27,294,1,2,58,100.17,95.0,39.55,2.56,1.48,7.98,345.47,95.4,106.66,4.61
789,2023-02-28,150,2,3,59,109.51,97.27,34.33,3.05,2.47,2.33,732.94,102.88,141.28,-4.42
790,2023-03-01,85,3,3,60,110.83,99.39,42.1,5.92,1.1,5.3,178.77,110.5,137.22,4.3
791,2023-03-02,188,1,3,61,103.47,96.69,31.22,5.8,0.64,15.45,266.21,78.85,52.05,-2.85
792,2023-03-03,145,1,1,62,85.38,72.47,37.4,2.91,2.07,17.19,126.91,133.56,148.46,4.76
793,2023-03-04,250,1,3,63,105.86,97.86,31.66,3.73,1.72,22.73,355.3,145.83,106.54,-4.59
794,2023-03-05,178,2,3,64,97.54,91.19,41.43,2.62,1.97,9.68,381.1,78.35,141.6,-3.68
795,2023-03-06,71,1,2,65,101.97,92.74,44.86,3.05,2.09,6.29,904.07,50.01,64.92,-4.89
796,2023-03-07,69,2,4,66,104.47,98.56,26.08,2.74,3.18,18.12,785.32,102.56,119.64,-4.87
797,2023-03-08,248,2,1,67,95.51,87.87,31.86,2.32,3.86,17.0,717.36,109.28,95.84,4.25
798,2023-03-09,266,1,4,68,112.51,103.8,22.03,4.32,1.42,7.25,817.26,56.35,63.41,2.66
799,2023-03-10,192,3,3,69,89.02,75.5,23.52,2.96,3.8,19.34,674.2,117.29,52.27,3.96
800,2023-03-11,46,1,3,70,105.15,92.22,43.23,5.97,1.3,5.42,335.92,79.21,71.63,-4.7
801,2023-03-12,295,1,2,71,85.13,75.7,33.59,4.06,3.14,9.02,961.47,145.87,51.67,-4.34
802,2023-03-13,296,2,4,72,112.74,100.49,29.88,3.44,2.88,6.51,222.45,128.14,109.78,4.94
803,2023-03-14,10,3,3,73,88.38,77.69,36.79,5.65,0.68,16.41,196.15,57.26,80.49,-0.09
804,2023-03-15,93,1,3,74,87.85,79.44,34.0,4.48,3.04,12.55,315.22,145.44,145.37,-3.65
805,2023-03-16,173,2,1,75,94.99,82.73,27.22,2.51,3.65,18.48,870.71,72.72,113.26,-0.55
806,2023-03-17,19,2,4,76,96.21,84.37,25.67,3.99,3.76,3.13,498.65,129.83,126.37,-3.95
807,2023-03-18,192,2,4,77,91.43,80.24,34.76,3.76,2.9,6.79,456.6,114.33,93.38,4.81
808,2023-03-19,29,2,2,78,102.55,91.37,24.71,5.06,3.25,12.39,355.15,103.63,76.72,2.18
809,2023-03-20,222,3,3,79,98.29,86.46,23.48,4.78,0.75,1.89,963.77,143.27,126.74,-3.02
810,2023-03-21,225,2,2,80,86.03,77.18,27.96,3.48,1.06,18.42,794.09,110.59,96.77,0.62
811,2023-03-22,70,3,2,81,94.59,80.9,41.53,3.88,1.42,7.41,248.94,135.87,149.96,2.24
812,2023-03-23,57,2,1,82,109.31,102.69,20.92,4.08,2.36,15.29,413.56,132.77,109.25,2.4
813,2023-03-24,7,2,3,83,105.69,91.85,40.83,3.69,1.85,22.58,424.6,117.22,134.52,-1.99
814,2023-03-25,207,1,4,84,106.75,98.32,35.52,2.43,2.8,6.7,301.67,99.04,78.79,-4.24
815,2023-03-26,239,1,2,85,105.94,99.69,21.01,5.62,2.06,18.8,215.0,59.82,92.69,3.8
816,2023-03-27,104,3,2,86,94.33,83.33,35.05,4.69,3.21,16.02,854.16,65.4,74.06,4.31
817,2023-03-28,265,2,4,87,87.99,79.23,30.65,3.88,3.0,4.9,568.46,103.28,127.54,0.43
818,2023-03-29,266,2,3,88,93.17,80.02,41.03,4.28,3.12,18.47,419.58,83.22,125.72,3.65
819,2023-03-30,29,1,2,89,109.95,100.65,42.68,2.85,3.4,2.0,154.75,70.78,109.27,0.41
820,2023-03-31,251,3,1,90,114.41,102.73,27.16,4.12,3.42,13.21,327.1,146.71,123.11,-2.39
821,2023-04-01,84,3,3,91,99.82,91.73,39.6,4.98,3.23,3.41,752.28,135.86,86.06,1.58
822,2023-04-02,39,3,4,92,85.29,78.2,27.75,4.13,0.73,17.32,905.21,93.03,137.81,0.66
823,2023-04-03,137,1,4,93,89.2,80.32,27.39,3.92,2.68,7.95,902.59,137.11,142.23,4.06
824,2023-04-04,68,1,4,94,94.66,83.59,24.82,3.85,0.57,20.24,381.45,55.95,116.4,4.42
825,2023-04-05,56,3,1,95,102.36,90.79,36.96,5.05,3.1,12.49,737.82,59.92,87.3,-0.61
826,2023-04-06,115,1,3,96,87.25,76.47,26.54,5.01,0.71,2.47,232.53,144.8,134.18,-3.27
827,2023-04-07,94,2,2,97,113.3,98.42,31.62,5.0,3.94,15.15,355.97,118.88,148.06,2.87
828,2023-04-08,143,2,1,98,95.95,84.04,40.3,2.98,2.65,0.82,564.37,126.43,107.9,-2.67
829,2023-04-09,224,2,3,99,112.38,98.06,39.8,4.47,1.14,7.7,798.22,133.29,115.98,0.83
830,2023-04-10,151,3,2,100,108.42,102.24,41.39,5.12,2.14,7.09,919.59,55.32,135.06,1.69
831,2023-04-11,49,1,1,101,107.66,102.05,24.03,4.25,3.39,24.52,948.03,121.78,117.27,3.49
832,2023-04-12,58,1,2,102,103.2,95.09,34.67,5.12,1.13,6.47,246.25,85.68,69.68,-2.93
833,2023-04-13,70,3,2,103,103.8,97.44,42.87,5.42,2.38,17.08,497.69,131.8,92.31,3.35
834,2023-04-14,161,2,4,104,104.14,93.88,21.05,2.7,0.51,6.8,708.18,88.77,111.2,0.11
835,2023-04-15,84,3,3,105,103.86,93.67,39.86,3.23,3.26,2.45,777.39,126.76,96.38,0.31
836,2023-04-16,47,3,1,106,101.61,90.86,26.16,4.41,1.18,2.04,554.32,140.13,118.0,4.36
837,2023-04-17,297,3,4,107,114.59,102.14,36.74,3.16,1.86,23.19,151.31,83.93,78.15,-1.19
838,2023-04-18,109,3,1,108,106.97,92.26,37.94,5.77,2.36,2.87,821.23,96.94,65.87,-4.7
839,2023-04-19,224,3,3,109,108.31,94.53,43.14,2.78,1.01,20.87,875.74,103.74,52.84,-2.35
840,2023-04-20,53,1,3,110,111.17,104.99,32.72,3.43,3.74,13.82,901.89,118.78,53.89,2.67
841,2023-04-21,88,3,2,111,91.47,83.08,41.21,5.98,2.14,11.09,887.98,134.41,85.67,3.5
842,2023-04-22,142,2,3,112,87.51,79.96,21.13,2.76,1.31,24.93,778.45,71.04,52.18,0.03
843,2023-04-23,282,3,2,113,99.49,92.72,30.51,3.8,3.07,22.33,474.07,144.56,77.17,-0.33
844,2023-04-24,293,3,3,114,100.42,89.98,30.99,3.26,3.63,6.35,261.81,128.56,101.34,-1.46
845,2023-04-25,201,2,2,115,109.88,99.34,33.46,5.24,3.69,15.17,218.47,63.95,124.42,3.29
846,2023-04-26,103,3,2,116,98.31,91.04,32.03,3.22,2.01,4.37,737.59,83.58,108.89,-0.84
847,2023-04-27,183,1,2,117,102.13,90.01,44.2,2.65,1.76,15.14,800.65,75.14,103.46,-2.53
848,2023-04-28,253,2,3,118,100.81,88.48,21.96,5.73,3.75,3.58,686.88,65.9,74.21,2.24
849,2023-04-29,120,1,1,119,86.15,80.94,26.63,3.27,0.68,15.87,615.5,114.47,51.58,0.17
850,2023-04-30,268,1,1,120,103.46,94.5,44.22,4.97,3.13,24.33,630.68,56.58,62.98,-4.21
851,2023-05-01,66,2,3,121,109.84,95.94,31.13,3.16,1.12,14.75,158.92,109.88,148.18,1.79
852,2023-05-02,106,2,4,122,89.73,79.52,34.28,2.71,2.13,3.58,354.11,132.77,142.78,-0.89
853,2023-05-03,276,3,1,123,102.83,94.35,22.03,5.21,3.84,20.1,253.39,86.19,81.11,3.53
854,2023-05-04,298,2,4,124,102.81,95.27,27.1,2.22,2.53,8.64,509.03,98.97,82.1,4.44
855,2023-05-05,249,3,4,125,89.93,82.49,20.99,3.33,2.33,2.8,169.7,64.41,139.13,4.65
856,2023-05-06,299,1,4,126,88.7,82.71,23.44,5.12,0.72,16.57,397.72,122.04,57.85,4.89
857,2023-05-07,121,3,4,127,114.4,101.23,35.83,4.05,1.47,20.85,888.05,140.87,67.14,3.56
858,2023-05-08,125,2,2,128,96.81,90.95,39.09,4.76,0.51,12.33,188.29,123.28,61.79,-1.34
859,2023-05-09,279,2,2,129,91.82,83.9,41.75,2.27,3.56,23.32,608.81,62.3,137.09,-2.43
860,2023-05-10,55,3,2,130,90.14,84.68,26.29,5.0,2.76,17.22,335.93,84.55,50.66,-2.97
861,2023-05-11,300,3,4,131,105.03,92.21,28.32,2.69,0.91,15.82,433.82,67.32,51.45,2.39
862,2023-05-12,155,2,1,132,103.28,97.89,34.23,5.23,1.77,9.16,369.71,108.94,131.38,1.41
863,2023-05-13,46,2,4,133,104.31,96.22,22.09,4.26,3.34,8.15,156.04,122.25,113.69,0.76
864,2023-05-14,88,3,4,134,87.64,76.91,40.17,4.96,0.99,7.43,162.22,147.53,106.32,-0.88
865,2023-05-15,27,2,4,135,111.81,102.71,32.08,2.85,1.31,23.97,522.79,100.29,142.29,2.7
866,2023-05-16,27,1,2,136,96.68,88.86,44.14,3.58,2.39,16.44,862.18,113.73,98.34,-0.94
867,2023-05-17,164,3,2,137,94.4,86.65,22.93,5.21,1.01,15.06,939.18,60.66,96.68,-0.52
868,2023-05-18,57,3,4,138,98.87,85.89,23.33,5.64,1.84,8.35,303.71,65.53,92.08,-1.64
869,2023-05-19,82,1,1,139,96.7,81.96,28.71,2.91,3.94,9.17,907.73,73.17,115.22,-0.31
870,2023-05-20,70,1,1,140,110.91,102.43,25.17,5.17,2.4,7.34,143.25,55.43,82.32,-3.77
871,2023-05-21,166,1,2,141,112.88,107.49,37.41,2.43,2.96,4.34,855.98,90.82,116.84,4.18
872,2023-05-22,92,1,2,142,94.1,88.74,43.67,3.7,2.82,23.04,594.76,145.12,120.37,2.51
873,2023-05-23,55,3,3,143,110.92,98.33,22.25,5.75,1.24,14.77,177.68,115.29,71.15,0.62
874,2023-05-24,91,1,1,144,108.45,97.92,26.06,5.78,3.46,18.46,169.27,93.6,109.5,3.66
875,2023-05-25,224,2,1,145,112.92,100.09,25.95,3.19,0.93,12.14,228.0,99.39,122.68,-3.59
876,2023-05-26,96,1,3,146,92.37,80.4,32.73,2.77,3.73,1.9,143.36,64.66,146.12,-3.65
877,2023-05-27,7,1,2,147,102.31,88.23,31.3,2.6,1.26,12.01,736.13,59.67,143.89,2.72
878,2023-05-28,301,1,3,148,93.24,79.38,38.17,3.92,3.84,1.54,654.8,75.9,70.51,-1.2
879,2023-05-29,144,3,4,149,109.72,96.84,38.32,2.37,3.29,23.68,854.85,80.65,107.73,2.8
880,2023-05-30,105,1,1,150,85.16,75.41,34.32,3.43,1.1,8.9,537.37,62.28,96.94,2.96
881,2023-05-31,48,3,3,151,101.94,93.86,34.78,2.07,1.06,4.27,624.89,119.14,84.92,4.15
882,2023-06-01,279,2,1,152,95.18,85.11,41.06,3.04,0.8,6.06,229.36,142.32,84.22,-1.83
883,2023-06-02,73,3,1,153,94.68,84.66,29.92,5.6,1.37,22.83,568.93,67.44,147.09,-4.48
884,2023-06-03,57,3,4,154,104.35,93.24,20.31,3.79,2.81,5.58,383.6,133.81,53.66,-0.16
885,2023-06-04,263,3,1,155,110.54,103.68,25.33,2.29,2.32,3.76,506.21,79.83,135.25,-4.18
886,2023-06-05,293,3,3,156,103.28,91.72,20.88,4.59,2.65,15.62,853.04,110.69,95.35,0.16
887,2023-06-06,191,1,2,157,110.6,101.03,29.84,5.82,0.61,2.81,704.57,58.87,106.67,3.7
888,2023-06-07,141,2,3,158,92.94,81.74,28.95,3.85,0.78,12.06,154.78,73.93,123.93,0.36
889,2023-06-08,192,3,3,159,100.59,93.19,22.47,4.5,2.92,17.12,962.95,65.81,95.64,-3.14
890,2023-06-09,154,1,2,160,98.52,89.17,38.88,5.68,3.47,3.94,331.7,66.13,148.73,-2.74
891,2023-06-10,221,3,1,161,85.35,78.25,33.83,3.68,1.76,19.59,513.33,143.35,136.76,3.7
892,2023-06-11,115,1,1,162,101.7,87.95,25.64,4.66,1.08,11.0,522.54,86.38,71.34,3.45
893,2023-06-12,19,1,4,163,104.85,94.97,38.98,3.76,1.58,17.94,683.45,69.61,117.04,-0.37
894,2023-06-13,122,3,4,164,102.76,95.51,36.7,5.85,1.94,6.71,860.32,67.13,97.54,2.62
895,2023-06-14,62,1,1,165,107.09,101.68,24.79,4.02,2.71,11.2,354.09,117.29,86.11,-4.84
896,2023-06-15,13,2,4,166,102.14,90.38,44.57,5.54,1.93,12.17,365.41,121.85,85.17,3.66
897,2023-06-16,301,2,2,167,87.0,79.86,24.44,4.03,3.64,7.75,300.41,147.98,66.28,-3.03
898,2023-06-17,89,2,2,168,88.49,73.6,39.29,4.67,1.9,19.88,783.93,112.61,95.77,-2.63
899,2023-06-18,57,1,2,169,102.89,92.56,44.21,3.54,1.13,4.85,672.62,95.88,109.57,0.42
900,2023-06-19,29,3,2,170,93.25,85.36,38.14,5.67,1.37,16.75,288.82,72.41,129.83,-0.36
901,2023-06-20,6,3,4,171,87.39,75.81,36.64,4.59,2.13,23.34,502.18,53.93,78.88,-3.58
902,2023-06-21,7,3,4,172,97.89,90.14,42.58,2.08,3.24,21.02,465.39,138.08,127.38,2.0
903,2023-06-22,294,1,1,173,101.63,88.43,26.73,2.06,3.54,19.22,583.62,128.89,105.38,0.77
904,2023-06-23,119,1,2,174,94.86,86.78,26.93,4.7,1.15,4.0,839.04,129.62,75.8,4.08
905,2023-06-24,74,2,1,175,106.61,91.73,36.03,2.46,0.51,19.09,903.29,82.21,128.7,4.65
906,2023-06-25,247,3,4,176,104.31,93.26,42.05,4.86,3.54,9.68,295.69,85.76,110.29,-1.08
907,2023-06-26,302,1,4,177,94.98,81.54,35.43,3.29,1.3,3.03,642.73,128.36,145.49,-1.17
908,2023-06-27,241,1,2,178,107.65,101.92,44.43,4.16,3.38,17.6,822.21,118.76,78.84,3.54
909,2023-06-28,255,3,3,179,104.46,95.98,25.57,2.7,2.43,2.12,223.5,114.96,147.31,-3.81
910,2023-06-29,262,3,4,180,104.12,91.75,40.65,2.98,1.91,9.84,407.23,105.47,105.56,-4.65
911,2023-06-30,276,3,3,181,101.6,90.05,43.18,3.75,1.01,21.56,245.18,86.84,95.48,-4.83
912,2023-07-01,3,1,1,182,85.34,78.4,30.68,4.66,2.85,17.32,439.21,124.13,137.49,4.53
913,2023-07-02,122,2,2,183,105.9,97.33,44.05,2.62,3.36,13.17,137.61,86.09,65.79,-0.6
914,2023-07-03,131,2,3,184,96.28,88.65,25.05,3.13,2.11,22.12,544.63,123.47,96.2,1.42
915,2023-07-04,101,1,4,185,113.28,102.14,43.82,2.83,2.06,18.86,996.87,69.04,62.55,-3.64
916,2023-07-05,303,3,2,186,109.54,101.09,42.57,5.45,3.14,12.01,887.55,109.05,111.32,-4.59
917,2023-07-06,192,1,2,187,102.63,94.54,21.65,4.59,2.25,18.8,557.93,85.73,54.25,3.86
918,2023-07-07,215,3,3,188,92.57,85.49,33.03,3.87,3.25,22.14,628.35,132.86,148.02,2.4
919,2023-07-08,220,1,3,189,91.11,82.02,33.22,5.79,0.69,4.02,791.28,101.87,50.81,2.56
920,2023-07-09,164,2,1,190,95.21,88.26,21.42,4.94,3.5,5.41,308.8,112.4,143.22,-0.34
921,2023-07-10,45,3,2,191,99.3,84.67,20.99,5.73,1.42,18.29,594.69,58.33,114.42,1.26
922,2023-07-11,16,1,2,192,93.88,87.34,20.13,4.39,1.09,4.67,534.87,99.52,132.28,1.22
923,2023-07-12,53,2,4,193,100.45,86.31,33.11,2.55,0.61,4.58,446.03,128.07,85.81,4.89
924,2023-07-13,229,3,4,194,89.96,80.68,31.6,4.7,3.42,16.58,510.18,136.0,74.4,-0.31
925,2023-07-14,304,3,3,195,114.33,105.55,43.51,2.81,0.71,13.62,792.56,122.12,67.32,-1.05
926,2023-07-15,237,3,3,196,88.24,80.92,28.56,3.38,3.84,19.04,442.37,91.86,103.12,2.1
927,2023-07-16,119,3,4,197,112.96,101.6,36.46,4.04,2.48,8.31,927.36,75.75,76.66,1.86
928,2023-07-17,230,3,2,198,112.41,100.55,20.19,2.63,2.95,15.41,908.16,88.92,138.01,1.0
929,2023-07-18,42,1,1,199,100.76,91.09,36.59,2.08,3.04,22.47,976.33,106.16,52.99,-1.09
930,2023-07-19,305,2,2,200,106.75,101.19,42.84,3.31,1.52,22.63,157.91,50.58,58.46,-0.56
931,2023-07-20,58,1,1,201,98.08,83.9,28.87,5.3,3.32,16.5,646.47,141.2,71.58,-2.53
932,2023-07-21,227,2,4,202,103.9,89.1,27.85,2.06,3.81,1.07,285.83,84.37,58.23,-2.66
933,2023-07-22,218,2,4,203,95.22,85.91,35.65,2.44,1.79,13.45,172.14,129.68,132.8,3.62
934,2023-07-23,5,3,1,204,94.03,82.9,28.21,5.23,3.42,2.17,562.54,103.45,50.4,-2.82
935,2023-07-24,229,1,3,205,102.35,92.84,30.06,3.22,3.2,24.75,939.97,116.22,115.17,3.46
936,2023-07-25,93,1,3,206,99.94,91.73,26.83,5.75,2.56,24.93,365.15,125.95,95.55,-3.21
937,2023-07-26,144,1,4,207,102.39,96.61,28.62,3.52,1.79,3.34,458.56,78.79,127.27,0.43
938,2023-07-27,14,1,4,208,93.6,84.04,36.99,5.19,1.95,11.68,714.35,110.61,91.04,-0.24
939,2023-07-28,105,1,4,209,96.01,82.82,43.06,3.04,1.58,21.6,887.58,125.16,114.51,2.65
940,2023-07-29,38,2,2,210,87.52,82.35,34.58,2.25,1.99,3.34,191.86,127.09,113.93,3.87
941,2023-07-30,168,2,2,211,86.57,75.75,20.25,5.53,3.96,14.03,634.51,91.6,86.38,-2.46
942,2023-07-31,7,1,1,212,92.6,78.8,26.6,5.71,1.77,5.39,315.07,122.85,61.42,-0.45
943,2023-08-01,10,2,2,213,87.23,80.05,43.81,4.83,2.83,12.4,799.22,80.19,93.3,-3.19
944,2023-08-02,280,2,2,214,88.11,81.28,42.76,5.08,1.62,5.46,338.84,62.43,137.51,-1.58
945,2023-08-03,274,2,1,215,109.39,96.67,22.89,2.03,2.13,13.49,754.76,61.29,129.64,-2.52
946,2023-08-04,96,1,2,216,86.17,78.62,42.71,5.02,0.79,10.58,742.66,100.57,87.14,4.66
947,2023-08-05,306,3,2,217,104.77,97.85,44.11,3.89,3.17,10.15,978.26,88.33,136.73,-0.63
948,2023-08-06,160,3,2,218,93.18,84.4,28.11,3.81,2.81,4.43,544.99,73.24,93.87,-2.3
949,2023-08-07,20,3,3,219,111.15,102.22,37.53,4.16,1.72,16.67,243.71,89.12,69.62,-3.96
950,2023-08-08,89,1,1,220,99.55,85.81,34.0,3.08,2.34,2.22,813.77,91.18,136.4,-1.52
951,2023-08-09,111,1,2,221,94.17,82.98,28.43,4.79,3.55,23.38,772.56,105.36,99.36,4.01
952,2023-08-10,143,2,2,222,100.53,91.47,23.83,3.18,0.66,1.95,865.82,55.79,93.38,2.1
953,2023-08-11,307,3,2,223,96.46,86.11,29.17,4.23,3.76,10.58,602.72,140.8,73.49,-3.61
954,2023-08-12,273,3,3,224,101.93,87.39,43.19,2.55,2.15,7.53,693.1,87.22,126.46,-4.87
955,2023-08-13,286,1,1,225,88.44,82.3,40.28,4.7,3.51,14.02,967.04,111.54,105.02,1.05
956,2023-08-14,308,3,4,226,114.91,107.83,28.27,2.76,3.52,1.11,114.46,80.64,70.73,4.58
957,2023-08-15,190,3,4,227,97.77,83.14,33.69,2.68,0.71,11.26,701.12,126.17,75.93,-2.16
958,2023-08-16,309,3,2,228,95.45,80.87,30.15,2.1,3.24,18.97,514.35,95.87,88.25,-1.21
959,2023-08-17,238,1,2,229,106.31,99.53,31.66,2.49,3.07,20.28,470.02,82.18,103.43,3.19
960,2023-08-18,203,1,1,230,95.92,89.47,39.03,2.93,0.65,23.39,368.84,146.38,130.52,-1.24
961,2023-08-19,122,1,3,231,110.0,100.79,33.58,2.89,3.79,3.16,753.34,136.52,70.72,0.37
962,2023-08-20,277,1,1,232,98.63,93.13,24.53,3.31,2.72,14.07,203.62,68.03,123.86,-4.67
963,2023-08-21,238,1,3,233,106.59,95.04,26.73,2.22,1.09,10.33,306.33,120.06,141.62,1.8
964,2023-08-22,274,3,4,234,88.22,82.45,34.19,5.74,0.93,16.36,389.13,125.43,89.57,-4.83
965,2023-08-23,14,1,2,235,110.38,104.8,37.32,2.48,2.47,20.88,282.39,53.46,86.58,-1.31
966,2023-08-24,239,2,1,236,107.07,97.22,32.7,4.81,0.71,15.19,231.31,146.1,97.77,-4.16
967,2023-08-25,156,2,1,237,91.35,76.77,35.51,4.14,1.08,6.11,536.95,73.3,131.71,-4.51
968,2023-08-26,186,3,4,238,89.36,80.09,39.73,4.21,3.82,8.37,206.42,140.84,59.25,-4.95
969,2023-08-27,10,1,1,239,94.49,85.92,33.63,2.42,3.11,22.37,376.17,115.41,88.73,-4.79
970,2023-08-28,92,2,4,240,114.28,99.3,44.43,2.97,2.65,16.95,916.64,101.21,52.93,0.89
971,2023-08-29,220,2,3,241,92.7,82.39,25.89,5.12,1.23,15.1,591.67,128.58,101.78,-4.8
972,2023-08-30,11,1,4,242,98.68,89.93,42.99,3.85,1.26,3.91,567.44,117.5,144.41,-4.26
973,2023-08-31,124,2,4,243,85.9,77.04,26.19,3.83,2.06,8.86,829.73,124.02,66.03,-0.89
974,2023-09-01,268,3,2,244,96.92,89.97,33.29,4.18,3.14,8.42,721.88,135.79,75.54,-0.93
975,2023-09-02,166,2,1,245,102.14,92.02,31.4,3.74,0.51,1.13,427.23,97.12,119.89,-2.37
976,2023-09-03,123,1,2,246,113.59,104.21,29.32,5.22,0.65,23.27,220.99,92.57,119.05,1.64
977,2023-09-04,209,2,1,247,100.5,92.79,44.07,4.99,3.55,8.62,777.21,139.98,109.67,-4.33
978,2023-09-05,238,3,2,248,109.57,102.97,26.81,3.27,3.35,3.02,199.75,129.79,74.17,-2.13
979,2023-09-06,127,2,4,249,101.41,93.3,36.87,5.25,2.93,12.6,375.02,51.92,56.66,1.95
980,2023-09-07,296,3,1,250,86.22,76.14,40.1,4.07,2.25,11.49,799.77,115.38,72.23,-3.94
981,2023-09-08,84,2,4,251,94.45,88.87,24.93,4.51,1.01,21.33,734.25,140.39,113.91,2.11
982,2023-09-09,291,2,1,252,102.27,95.73,44.33,5.46,0.86,20.1,860.63,118.36,79.62,-4.84
983,2023-09-10,92,2,2,253,113.52,99.04,33.67,3.9,3.67,19.65,644.41,105.34,134.17,2.02
984,2023-09-11,209,1,4,254,110.77,100.35,42.86,5.03,1.84,23.34,662.94,67.59,111.62,2.87
985,2023-09-12,305,1,2,255,91.85,86.22,36.6,4.51,2.94,9.68,546.92,145.06,55.0,1.97
986,2023-09-13,76,1,4,256,91.6,79.67,36.24,3.71,2.1,14.94,374.43,112.63,58.82,2.59
987,2023-09-14,141,3,1,257,91.04,85.42,28.64,5.16,3.06,16.9,538.43,60.1,78.06,3.28
988,2023-09-15,57,3,1,258,112.67,100.29,39.26,2.42,1.18,12.07,207.1,142.76,107.36,-0.3
989,2023-09-16,42,1,2,259,110.58,98.08,20.74,4.32,2.2,6.47,994.64,101.66,143.69,-1.34
990,2023-09-17,40,1,1,260,108.25,96.74,33.9,2.19,1.82,22.53,408.72,65.72,60.32,1.62
991,2023-09-18,81,1,1,261,96.78,84.46,20.8,2.62,1.36,22.57,870.96,72.65,133.07,0.81
992,2023-09-19,66,2,4,262,100.13,94.25,27.67,4.4,2.59,19.31,919.81,146.78,107.28,2.09
993,2023-09-20,304,1,2,263,98.93,86.66,22.41,3.23,2.38,8.98,124.38,93.66,86.39,3.16
994,2023-09-21,175,3,4,264,92.6,86.24,42.79,3.05,2.23,0.57,636.89,91.97,114.3,-4.65
995,2023-09-22,257,3,4,265,100.15,91.76,35.71,5.82,2.57,12.53,868.54,98.62,128.5,0.96
996,2023-09-23,118,2,1,266,85.91,71.49,36.71,3.46,1.0,13.35,493.71,120.05,85.87,0.86
